id,sentence
brown.28,the jury praised the administration and operation of the atlanta police department the fulton tax commissioner s office the bellwood and alpharetta prison farms grady hospital and the fulton health department
brown.29,mayor william b hartsfield filed suit for divorce from his wife pearl williams hartsfield in fulton superior court friday
brown.30,his petition charged mental cruelty
brown.31,the couple was married aug 2 1913
brown.32,they have a son william berry jr and a daughter mrs j m cheshire of griffin
brown.33,attorneys for the mayor said that an amicable property settlement has been agreed upon
brown.34,the petition listed the mayor s occupation as attorney and his age as 71
brown.35,it listed his wife s age as 74 and place of birth as opelika ala
brown.36,the petition said that the couple has not lived together as man and wife for more than a year
brown.37,the hartsfield home is at 637 e pelham rd aj
brown.38,henry l bowden was listed on the petition as the mayor s attorney
brown.39,hartsfield has been mayor of atlanta with exception of one brief interlude since 1937
brown.40,his political career goes back to his election to city council in 1923
brown.41,the mayor s present term of office expires jan 1
brown.42,he will be succeeded by ivan allen jr who became a candidate in the sept 13 primary after mayor hartsfield announced that he would not run for reelection
brown.43,georgia republicans are getting strong encouragement to enter a candidate in the 1962 governor s race a top official said wednesday
brown.44,robert snodgrass state gop chairman said a meeting held tuesday night in blue ridge brought enthusiastic responses from the audience
brown.45,state party chairman james w dorsey added that enthusiasm was picking up for a state rally to be held sept 8 in savannah at which newly elected texas sen john tower will be the featured speaker
brown.46,in the blue ridge meeting the audience was warned that entering a candidate for governor would force it to take petitions out into voting precincts to obtain the signatures of registered voters
brown.47,despite the warning there was a unanimous vote to enter a candidate according to republicans who attended
brown.48,when the crowd was asked whether it wanted to wait one more term to make the race it voted no and there were no dissents
brown.49,the largest hurdle the republicans would have to face is a state law which says that before making a first race one of two alternative courses must be taken 1
brown.50,five per cent of the voters in each county must sign petitions requesting that the republicans be allowed to place names of candidates on the general election ballot or 2
brown.51,the republicans must hold a primary under the county unit system a system which the party opposes in its platform
brown.52,sam caldwell state highway department public relations director resigned tuesday to work for lt gov garland byrd s campaign
brown.53,caldwell s resignation had been expected for some time
brown.54,he will be succeeded by rob ledford of gainesville who has been an assistant more than three years
brown.55,when the gubernatorial campaign starts caldwell is expected to become a campaign coordinator for byrd
brown.56,the georgia legislature will wind up its 1961 session monday and head for home where some of the highway bond money it approved will follow shortly
brown.57,before adjournment monday afternoon the senate is expected to approve a study of the number of legislators allotted to rural and urban areas to determine what adjustments should be made
brown.58,gov vandiver is expected to make the traditional visit to both chambers as they work toward adjournment
brown.59,vandiver likely will mention the 100 million highway bond issue approved earlier in the session as his first priority item
brown.60,construction bonds
brown.61,meanwhile it was learned the state highway department is very near being ready to issue the first 30 million worth of highway reconstruction bonds
brown.62,the bond issue will go to the state courts for a friendly test suit to test the validity of the act and then the sales will begin and contracts let for repair work on some of georgia s most heavily traveled highways
brown.63,a highway department source said there also is a plan there to issue some 3 million to 4 million worth of rural roads authority bonds for rural road construction work
brown.64,a revolving fund
brown.65,the department apparently intends to make the rural roads authority a revolving fund under which new bonds would be issued every time a portion of the old ones are paid off by tax authorities
brown.66,vandiver opened his race for governor in 1958 with a battle in the legislature against the issuance of 50 million worth of additional rural roads bonds proposed by then gov marvin griffin
brown.67,the highway department source told the constitution however that vandiver has not been consulted yet about the plans to issue the new rural roads bonds
brown.68,schley county rep b d pelham will offer a resolution monday in the house to rescind the body s action of friday in voting itself a 10 per day increase in expense allowances
brown.69,pelham said sunday night there was research being done on whether the quickie vote on the increase can be repealed outright or whether notice would have to first be given that reconsideration of the action would be sought
brown.70,while emphasizing that technical details were not fully worked out pelham said his resolution would seek to set aside the privilege resolution which the house voted through 87 31
brown.71,a similar resolution passed in the senate by a vote of 29 5
brown.72,as of sunday night there was no word of a resolution being offered there to rescind the action
brown.73,pelham pointed out that georgia voters last november rejected a constitutional amendment to allow legislators to vote on pay raises for future legislature sessions
brown.74,a veteran jackson county legislator will ask the georgia house monday to back federal aid to education something it has consistently opposed in the past
brown.75,rep mac barber of commerce is asking the house in a privilege resolution to endorse increased federal support for public education provided that such funds be received and expended as state funds
brown.76,barber who is in his 13th year as a legislator said there are some members of our congressional delegation in washington who would like to see it the resolution passed
brown.77,but he added that none of georgia s congressmen specifically asked him to offer the resolution
brown.78,the resolution which barber tossed into the house hopper friday will be formally read monday
brown.79,it says that in the event congress does provide this increase in federal funds the state board of education should be directed to give priority to teacher pay raises
brown.80,after a long hot controversy miller county has a new school superintendent elected as a policeman put it in the coolest election i ever saw in this county
brown.81,the new school superintendent is harry davis a veteran agriculture teacher who defeated felix bush a school principal and chairman of the miller county democratic executive committee
brown.82,davis received 1119 votes in saturday s election and bush got 402
brown.83,ordinary carey williams armed with a pistol stood by at the polls to insure order
brown.84,this was the coolest calmest election i ever saw colquitt policeman tom williams said
brown.85,being at the polls was just like being at church
brown.86,i did not smell a drop of liquor and we did not have a bit of trouble
brown.87,the campaign leading to the election was not so quiet however
brown.88,it was marked by controversy anonymous midnight phone calls and veiled threats of violence
brown.89,the former county school superintendent george p callan shot himself to death march 18 four days after he resigned his post in a dispute with the county school board
brown.90,during the election campaign both candidates davis and bush reportedly received anonymous telephone calls
brown.91,ordinary williams said he too was subjected to anonymous calls soon after he scheduled the election
brown.92,many local citizens feared that there would be irregularities at the polls and williams got himself a permit to carry a gun and promised an orderly election
brown.93,sheriff felix tabb said the ordinary apparently made good his promise
brown.94,everything went real smooth the sheriff said
brown.95,there was not a bit of trouble
brown.96,austin texas
brown.97,committee approval of gov price daniel s abandoned property act seemed certain thursday despite the adamant protests of texas bankers
brown.98,daniel personally led the fight for the measure which he had watered down considerably since its rejection by two previous legislatures in a public hearing before the house committee on revenue and taxation
brown.99,under committee rules it went automatically to a subcommittee for one week
brown.100,but questions with which committee members taunted bankers appearing as witnesses left little doubt that they will recommend passage of it
brown.101,daniel termed extremely conservative his estimate that it would produce 17 million dollars to help erase an anticipated deficit of 63 million dollars at the end of the current fiscal year next aug 31
brown.102,he told the committee the measure would merely provide means of enforcing the escheat law which has been on the books since texas was a republic
brown.103,it permits the state to take over bank accounts stocks and other personal property of persons missing for seven years or more
brown.104,the bill which daniel said he drafted personally would force banks insurance firms pipeline companies and other corporations to report such property to the state treasurer
brown.105,the escheat law can not be enforced now because it is almost impossible to locate such property daniel declared
brown.106,dewey lawrence a tyler lawyer representing the texas bankers association sounded the opposition keynote when he said it would force banks to violate their contractual obligations with depositors and undermine the confidence of bank customers
brown.107,if you destroy confidence in banks you do something to the economy he said
brown.108,you take out of circulation many millions of dollars
brown.109,rep charles e hughes of sherman sponsor of the bill said a failure to enact it would amount to making a gift out of the taxpayers pockets to banks insurance and pipeline companies
brown.110,his contention was denied by several bankers including scott hudson of sherman gaynor b jones of houston j b brady of harlingen and howard cox of austin
brown.111,cox argued that the bill is probably unconstitutional since he said it would impair contracts
brown.112,he also complained that not enough notice was given on the hearing since the bill was introduced only last monday
brown.113,austin texas
brown.114,senators unanimously approved thursday the bill of sen george parkhouse of dallas authorizing establishment of day schools for the deaf in dallas and the four other largest counties
brown.115,the bill is designed to provide special schooling for more deaf students in the scholastic age at a reduced cost to the state
brown.116,there was no debate as the senate passed the bill on to the house
brown.117,it would authorize the texas education agency to establish county wide day schools for the deaf in counties of 300000 or more population require deaf children between 6 and 13 years of age to attend the day schools permitting older ones to attend the residential texas school for the deaf here
brown.118,operating budget for the day schools in the five counties of dallas harris bexar tarrant and el paso would be 451500 which would be a savings of 157460 yearly after the first year s capital outlay of 88000 was absorbed parkhouse told the senate
brown.119,the tea estimated there would be 182 scholastics to attend the day school in dallas county saving them from coming to austin to live in the state deaf school
brown.120,dallas may get to hear a debate on horse race parimutuels soon between reps v e red berry and joe ratcliff
brown.121,while details are still to be worked out ratcliff said he expects to tell home folks in dallas why he thinks berry s proposed constitutional amendment should be rejected
brown.122,we are getting more pro letters than con on horse race betting said ratcliff
brown.123,but i believe if people were better informed on this question most of them would oppose it also
brown.124,i am willing to stake my political career on it
brown.125,rep berry an ex gambler from san antonio got elected on his advocacy of betting on the ponies
brown.126,a house committee which heard his local option proposal is expected to give it a favorable report although the resolution faces hard sledding later
brown.127,the house passed finally and sent to the senate a bill extending the state health department s authority to give planning assistance to cities
brown.128,the senate quickly whipped through its meager fare of house bills approved by committees passing the three on the calendar
brown.129,one validated acts of school districts
brown.130,another enlarged authority of the beaumont navigation district
brown.131,the third amended the enabling act for creation of the lamar county hospital district for which a special constitutional amendment previously was adopted
brown.132,without dissent senators passed a bill by sen a r schwartz of galveston authorizing establishment in the future of a school for the mentally retarded in the gulf coast district
brown.133,money for its construction will be sought later on but in the meantime the state hospital board can accept gifts and donations of a site
brown.134,two tax revision bills were passed
brown.135,one by sen louis crump of san saba would aid more than 17000 retailers who pay a group of miscellaneous excise taxes by eliminating the requirement that each return be notarized
brown.136,instead retailers would sign a certificate of correctness violation of which would carry a penalty of one to five years in prison plus a 1000 fine
brown.137,it was one of a series of recommendations by the texas research league
brown.138,the other bill by sen a m aikin jr of paris would relieve real estate brokers who pay their own annual licensing fee from the 12 annual occupation license on brokers in such as stocks and bonds
brown.139,natural gas public utility companies would be given the right of eminent domain under a bill by sen frank owen 3 of el paso to acquire sites for underground storage reservoirs for gas
brown.140,marshall formby of plainview former chairman of the texas highway commission suggested a plan to fill by appointment future vacancies in the legislature and congress eliminating the need for costly special elections
brown.141,under formby s plan an appointee would be selected by a board composed of the governor lieutenant governor speaker of the house attorney general and chief justice of the texas supreme court
brown.142,austin texas
brown.143,state representatives decided thursday against taking a poll on what kind of taxes texans would prefer to pay
brown.144,an adverse vote of 81 to 65 kept in the state affairs committee a bill which would order the referendum on the april 4 ballot when texas votes on a us senator
brown.145,rep wesley roberts of seminole sponsor of the poll idea said that further delay in the committee can kill the bill
brown.146,the west texan reported that he had finally gotten chairman bill hollowell of the committee to set it for public hearing on feb 22
brown.147,the proposal would have to receive final legislative approval by two thirds majorities before march 1 to be printed on the april 4 ballot roberts said
brown.148,opponents generally argued that the ballot could not give enough information about tax proposals for the voters to make an intelligent choice
brown.149,all dallas members voted with roberts except rep bill jones who was absent
brown.150,austin texas
brown.151,paradise lost to the alleged water needs of texas big cities thursday
brown.152,rep james cotten of weatherford insisted that a water development bill passed by the texas house of representatives was an effort by big cities like dallas and fort worth to cover up places like paradise a wise county hamlet of 250 people
brown.153,when the shouting ended the bill passed 114 to 4 sending it to the senate where a similar proposal is being sponsored by sen george parkhouse of dallas
brown.154,most of the fire was directed by cotten against dallas and sen parkhouse
brown.155,the bill would increase from 5000000 to 15000000 the maximum loan the state could make to a local water project
brown.156,cotten construed this as a veiled effort by parkhouse to help dallas and other large cities get money which cotten felt could better be spent providing water for rural texas
brown.157,statements by other legislators that dallas is paying for all its water program by local bonds and that less populous places would benefit most by the pending bill did not sway cotten s attack
brown.158,the bill s defenders were mostly small town legislators like j w buchanan of dumas eligio kika de la garza of mission sam f collins of newton and joe chapman of sulphur springs
brown.159,this is a poor boy s bill said chapman
brown.160,dallas and fort worth can vote bonds
brown.161,this would help the little peanut districts
brown.162,austin texas
brown.163,a houston teacher now serving in the legislature proposed thursday a law reducing the time spent learning educational methods
brown.164,rep henry c grover who teaches history in the houston public schools would reduce from 24 to 12 semester hours the so called teaching methods courses required to obtain a junior or senior high school teaching certificate
brown.165,a normal year s work in college is 30 semester hours
brown.166,grover also would require junior senior high teachers to have at least 24 semester hours credit in the subject they are teaching
brown.167,the remainder of the 4 year college requirement would be in general subjects
brown.168,a person with a master s degree in physics chemistry math or english yet who has not taken education courses is not permitted to teach in the public schools said grover
brown.169,college teachers in texas are not required to have the education courses
brown.170,fifty three of the 150 representatives immediately joined grover as co signers of the proposal
brown.171,paris texas sp
brown.172,the board of regents of paris junior college has named dr clarence charles clark of hays kan as the school s new president
brown.173,dr clark will succeed dr j r mclemore who will retire at the close of the present school term
brown.174,dr clark holds an earned doctor of education degree from the university of oklahoma
brown.175,he also received a master of science degree from texas a i college and a bachelor of science degree from southwestern state college weatherford okla
brown.176,in addition dr clark has studied at rhode island state college and massachusetts institute of technology
brown.177,during his college career dr clark was captain of his basketball team and was a football letterman
brown.178,dr clark has served as teacher and principal in oklahoma high schools as teacher and athletic director at raymondville texas high school as an instructor at the university of oklahoma and as an associate professor of education at fort hays kan state college
brown.179,he has served as a border patrolman and was in the signal corps of the us army
brown.180,denton texas sp
brown.181,principals of the 13 schools in the denton independent school district have been re elected for the 1961 62 session upon the recommendation of supt chester o strickland
brown.182,state and federal legislation against racial discrimination in employment was called for yesterday in a report of a blue ribbon citizens committee on the aid to dependent children program
brown.183,the report culminating a year long study of the adc program in cook county by a new york city welfare consulting firm listed 10 long range recommendations designed to reduce the soaring adc case load
brown.184,the report called racial discrimination in employment one of the most serious causes of family breakdown desertion and adc dependency
brown.185,must solve problem
brown.186,the monthly cost of adc to more than 100000 recipients in the county is 44 million dollars said c virgil martin president of carson pirie scott co committee chairman
brown.187,we must solve the problems which have forced these people to depend upon adc for subsistence martin said
brown.188,the volume of adc cases will decrease martin reported when the community is able to deal effectively with two problems relatively limited skills and discrimination in employment because of color
brown.189,these he said are two of the principal underlying causes for family breakups leading to adc
brown.190,calls for extension
brown.191,other recommendations made by the committee are
brown.192,extension of the adc program to all children in need living with any relatives including both parents as a means of preserving family unity
brown.193,research projects as soon as possible on the causes and prevention of dependency and illegitimacy
brown.194,several defendants in the summerdale police burglary trial made statements indicating their guilt at the time of their arrest judge james b parsons was told in criminal court yesterday
brown.195,the disclosure by charles bellows chief defense counsel startled observers and was viewed as the prelude to a quarrel between the six attorneys representing the eight former policemen now on trial
brown.196,bellows made the disclosure when he asked judge parsons to grant his client alan clements 30 a separate trial
brown.197,bellows made the request while the all woman jury was out of the courtroom
brown.198,fears prejudicial aspects
brown.199,the statements may be highly prejudicial to my client bellows told the court
brown.200,some of the defendants strongly indicated they knew they were receiving stolen property
brown.201,it is impossible to get a fair trial when some of the defendants made statements involving themselves and others
brown.202,judge parsons leaned over the bench and inquired you mean some of the defendants made statements admitting this
brown.203,yes your honor replied bellows
brown.204,what this amounts to if true is that there will be a free for all fight in this case
brown.205,there is a conflict among the defendants
brown.206,washington july 24
brown.207,president kennedy today pushed aside other white house business to devote all his time and attention to working on the berlin crisis address he will deliver tomorrow night to the american people over nationwide television and radio
brown.208,the president spent much of the week end at his summer home on cape cod writing the first drafts of portions of the address with the help of white house aids in washington with whom he talked by telephone
brown.209,shortly after the chief executive returned to washington in midmorning from hyannis port mass a white house spokesman said the address text still had quite a way to go toward completion
brown.210,decisions are made
brown.211,asked to elaborate pierre salinger white house press secretary replied i would say it s got to go thru several more drafts
brown.212,salinger said the work president kennedy advisers and members of his staff were doing on the address involved composition and wording rather than last minute decisions on administration plans to meet the latest berlin crisis precipitated by russia s demands and proposals for the city
brown.213,the last 10 cases in the investigation of the nov 8 election were dismissed yesterday by acting judge john m karns who charged that the prosecution obtained evidence by unfair and fundamentally illegal means
brown.214,karns said that the cases involved a matter of even greater significance than the guilt or innocence of the 50 persons
brown.215,he said evidence was obtained in violation of the legal rights of citizens
brown.216,karns ruling pertained to eight of the 10 cases
brown.217,in the two other cases he ruled that the state had been unable to make a case
brown.218,contempt proceedings originally had been brought against 677 persons in 133 precincts by morris j wexler special prosecutor
brown.219,issue jury subpoenas
brown.220,wexler admitted in earlier court hearings that he issued grand jury subpenas to about 200 persons involved in the election investigation questioned the individuals in the criminal courts building but did not take them before the grand jury
brown.221,mayer goldberg attorney for election judges in the 58th precinct of the 23d ward argued this procedure constituted intimidation
brown.222,wexler has denied repeatedly that coercion was used in questioning
brown.223,karns said it was a wrongful act for wexler to take statements privately and outside of the grand jury room
brown.224,he said this constituted a very serious misuse of the criminal court processes
brown.225,actually the abuse of the process may have constituted a contempt of the criminal court of cook county altho vindication of the authority of that court is not the function of this court said karns who is a city judge in east st louis sitting in cook county court
brown.226,faced seven cases
brown.227,karns had been scheduled this week to hear seven cases involving 35 persons
brown.228,wexler had charged the precinct judges in these cases with complementary miscount of the vote in which votes would be taken from one candidate and given to another
brown.229,the cases involved judges in the 33d 24th and 42d precincts of the 31st ward the 21st and 28th precincts of the 29th ward the 18th precinct of the 4th ward and the 9th precinct of the 23d ward
brown.230,the case of the judges in the 58th precinct of the 23d ward had been heard previously and taken under advisement by karns
brown.231,two other cases also were under advisement
brown.232,claims precedent lacking
brown.233,after reading his statement discharging the 23d ward case karns told wexler that if the seven cases scheduled for trial also involved persons who had been subpenaed he would dismiss them
brown.234,washington feb 9
brown.235,president kennedy today proposed a mammoth new medical care program whereby social security taxes on 70 million american workers would be raised to pay the hospital and some other medical bills of 142 million americans over 65 who are covered by social security or railroad retirement programs
brown.236,the president in a special message to congress tied in with his aged care plan requests for large federal grants to finance medical and dental scholarships build 20 new medical and 20 new dental schools and expand child health care and general medical research
brown.237,the aged care plan similar to one the president sponsored last year as a senator a fight on capitol hill
brown.238,it was defeated in congress last year
brown.239,cost up to 37 a year
brown.240,it would be financed by boosting the social security payroll tax by as much as 37 a year for each of the workers now paying such taxes
brown.241,the social security payroll tax is now 6 per cent 3 per cent on each worker and employer on the first 4800 of pay per year
brown.242,the kennedy plan alone would boost the base to 5000 a year and the payroll tax to 65 per cent 325 per cent each
brown.243,similar payroll tax boosts would be imposed on those under the railroad retirement system
brown.244,the payroll tax would actually rise to 75 per cent starting jan 1 1963 if the plan is approved because the levy is already scheduled to go up by 1 per cent on that date to pay for other social security costs
brown.245,outlays would increase
brown.246,officials estimated the annual tax boost for the medical plan would amount to 15 billion dollars and that medical benefits paid out would run 1 billion or more in the first year 1963
brown.247,both figures would go higher in later years
brown.248,other parts of the kennedy health plan would entail federal grants of 750 million to 1 billion dollars over the next 10 years
brown.249,these would be paid for out of general not payroll taxes
brown.250,nursing home care
brown.251,the aged care plan carries these benefits for persons over 65 who are under the social security and railroad retirement systems 1
brown.252,full payment of hospital bills for stays up to 90 days for each illness except that the patient would pay 10 a day of the cost for the first nine days
brown.253,full payment of nursing home bills for up to 180 days following discharge from a hospital
brown.254,a patient could receive up to 300 days paid for nursing home care under a unit formula allowing more of such care for those who use none or only part of the hospital care credit
brown.255,hospital outpatient clinic diagnostic service for all costs in excess of 20 a patient
brown.256,community visiting nurse services at home for up to 240 days an illness
brown.257,the president noted that congress last year passed a law providing grants to states to help pay medical bills of the needy aged
brown.258,calls proposal modest
brown.259,he said his plan is designed to meet the needs of those millions who have no wish to receive care at the taxpayers expense but who are nevertheless staggered by the drain on their savings or those of their children caused by an extended hospital stay
brown.260,this is a very modest proposal cut to meet absolutely essential needs he said and with sufficient deductible requirements to discourage any malingering or unnecessary overcrowding of our hospitals
brown.261,this is not a program of socialized medicine
brown.262,it is a program of prepayment of health costs with absolute freedom of choice guaranteed
brown.263,every person will choose his own doctor and hospital
brown.264,would not pay doctors
brown.265,the plan does not cover doctor bills
brown.266,they would still be paid by the patient
brown.267,apart from the aged care plan the president s most ambitious and costly proposals were for federal scholarships and grants to build or enlarge medical and dental schools
brown.268,the president said the nation s 92 medical and 47 dental schools can not now handle the student load needed to meet the rising need for health care
brown.269,moreover he said many qualified young people are not going into medicine and dentistry because they ca not afford the schooling costs
brown.270,contributions to schools
brown.271,the scholarship plan would provide federal contributions to each medical and dental school equal to 1500 a year for one fourth of the first year students
brown.272,the schools could use the money to pay 4 year scholarships based on need of up to 2000 a year per student
brown.273,in addition the government would pay a 1000 cost of education grant to the schools for each 1500 in scholarship grants
brown.274,officials estimated the combined programs would cost 51 million dollars the first year and would go up to 21 millions by 1966
brown.275,the president recommended federal matching grants totaling 700 million dollars in 10 years for constructing new medical and dental schools or enlarging the capacity of existing ones
brown.276,more for nursing homes
brown.277,in the area of community health services the president called for doubling the present 10 million dollar a year federal grants for nursing home construction
brown.278,he asked for another 10 million dollar initial appropriation for stimulatory grants to states to improve nursing homes
brown.279,he further proposed grants of an unspecified sum for experimental hospitals
brown.280,in the child health field the president said he will recommend later an increase in funds for programs under the children s bureau
brown.281,he also asked congress to approve establishment of a national child health institute
brown.282,asks research funds
brown.283,the president said he will ask congress to increase grants to states for vocational rehabilitation
brown.284,he did not say by how much
brown.285,for medical research he asked a 20 million dollar a year increase from 30 to 50 millions in matching grants for building research facilities
brown.286,the president said he will also propose increasing by an unspecified amount the 540 million dollars in the 1961 62 budget for direct government research in medicine
brown.287,the president said his proposals combine the indispensable elements in a sound health program people knowledge services facilities and the means to pay for them
brown.288,reaction as expected
brown.289,congressional reaction to the message was along expected lines
brown.290,legislators who last year opposed placing aged care under the social security system criticized the president s plan
brown.291,those who backed a similar plan last year hailed the message
brown.292,senate republican leader dirksen ill and house republican leader charles halleck ind said the message did not persuade them to change their opposition to compulsory medical insurance
brown.293,halleck said the voluntary care plan enacted last year should be given a fair trial first
brown.294,house speaker sam rayburn d tex called the kennedy program a mighty fine thing but made no prediction on its fate in the house
brown.295,washington feb 9
brown.296,acting hastily under white house pressure the senate tonight confirmed robert c weaver as the nation s federal housing chief
brown.297,only 11 senators were on the floor and there was no record vote
brown.298,a number of scattered ayes and noes was heard
brown.299,customary senate rules were ignored in order to speed approval of the negro leader as administrator of the housing and home finance agency
brown.300,in the last eight years all presidential appointments including those of cabinet rank have been denied immediate action because of a senate rule requiring at least a 24 hour delay after they are reported to the floor
brown.301,enforce by demand
brown.302,the rule was enforced by demand of sen wayne morse d ore in connection with president eisenhower s cabinet selections in 1953 and president kennedy s in 1961
brown.303,the most positive element to emerge from the oslo meeting of north atlantic treaty organization foreign ministers has been the freer franker and wider discussions animated by much better mutual understanding than in past meetings
brown.304,this has been a working session of an organization that by its very nature can only proceed along its route step by step and without dramatic changes
brown.305,in oslo the ministers have met in a climate of candor and made a genuine attempt to get information and understanding one another s problems
brown.306,this atmosphere of understanding has been particularly noticeable where relations are concerned between the colonialist powers and those who have never or not for a long time had such problems
brown.307,the nightmare of a clash between those in trouble in africa exacerbated by the difficulties changes and tragedies facing them and other allies who intellectually and emotionally disapprove of the circumstances that have brought these troubles about has been conspicuous by its absence
brown.308,explosion avoided
brown.309,in the case of portugal which a few weeks ago was rumored ready to walk out of the nato council should critics of its angola policy prove harsh there has been a noticeable relaxation of tension
brown.310,the general remarkably courteous explanation has left basic positions unchanged but there has been no explosion in the council
brown.311,there should even be no more bitter surprises in the un general assembly as to nato members votes since a new ad hoc nato committee has been set up so that in the future such topics as angola will be discussed in advance
brown.312,canada alone has been somewhat out of step with the oslo attempt to get all the allied cars back on the track behind the nato locomotive
brown.313,even norway despite daily but limited manifestations against atomic arms in the heart of this northernmost capital of the alliance is today closer to the nato line
brown.314,on the negative side of the balance sheet must be set some disappointment that the united states leadership has not been as much in evidence as hoped for
brown.315,one diplomat described the tenor of secretary of state dean rusk s speeches as inconclusive
brown.316,but he hastened to add that if united states policies were not always clear despite mr rusk s analysis of the various global danger points and setbacks for the west this may merely mean the new administration has not yet firmly fixed its policy
brown.317,exploratory mood
brown.318,a certain vagueness may also be caused by tactical appreciation of the fact that the present council meeting is a semipublic affair with no fewer than six soviet correspondents accredited
brown.319,the impression has nevertheless been given during these three days despite mr rusk s personal popularity that the united states delegation came to oslo in a somewhat tentative and exploratory frame of mind more ready to listen and learn than to enunciate firm policy on a global scale with detailed application to individual danger spots
brown.320,the secretary of state himself in his first speech gave some idea of the tremendous march of events inside and outside the united states that has preoccupied the new administration in the past four months
brown.321,but where the core of nato is concerned the secretary of state has not only reiterated the united states profound attachment to the alliance cornerstone of its foreign policy but has announced that five nuclear submarines will eventually be at nato s disposal in european waters
brown.322,the secretary of state has also solemnly repeated a warning to the soviet union that the united states will not stand for another setback in berlin an affirmation once again taken up by the council as a whole
brown.323,conflict surveyed
brown.324,the secretary s greatest achievement is perhaps the rekindling of nato realization that east west friction wherever it take place around the globe is in essence the general conflict between two entirely different societies and must be treated as such without regard to geographical distance or lack of apparent connection
brown.325,the annual spring meeting has given an impetus in three main directions more deeper and more timely political consultation within the alliance the use of the organization for economic cooperation and development when ratified as a method of coordinating aid to the underdeveloped countries and the need for strengthening conventional forces as well as the maintenance of the nuclear deterrent
brown.326,this increase in the threshold as the conventional forces strengthening is called will prove one of the alliance s most difficult problems in the months to come
brown.327,each ally will have to carry out obligations long since laid down but never completely fulfilled
brown.328,the kennedy administration moves haltingly toward a geneva conference on laos just as serious debate over its foreign policy erupts for the first time
brown.329,there is little optimism here that the communists will be any more docile at the conference table than they were in military actions on the ground in laos
brown.330,the united states state department officials explain now is mainly interested in setting up an international inspection system which will prevent laos from being used as a base for communist attacks on neighboring thailand and south viet nam
brown.331,they count on the aid of the neutral countries attending the geneva conference to achieve this
brown.332,the united states hopes that any future lao cabinet would not become communist dominated
brown.333,but it is apparent that no acceptable formula has been found to prevent such a possibility
brown.334,policies modified
brown.335,the inclination here is to accept a de facto cease fire in laos rather than continue to insist on a verification of the cease fire by the international control commission before participating in the geneva conference
brown.336,this is another of the modifications of policy on laos that the kennedy administration has felt compelled to make
brown.337,it excuses these actions as being the chain reaction to basic errors made in the previous administration
brown.338,its spokesmen insist that there has not been time enough to institute reforms in military and economic aid policies in the critical areas
brown.339,but with the months moving on and the immediate confrontations with the communists showing no gain for the free world the question arises
